category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
图书音像,包装很好而且这本内容超好看,包 装 很 好 内 容 超 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
电脑/办公,做过有些粗糙其他还在使用中。应该没什么大问题,做 些 粗 糙 还 使 中 应 没 什 大 问 题,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
电脑/办公,这家伙体积太小了虽然很方便但是很容易丢,家 伙 体 积 太 小 然 很 方 便 很 容 易 丢,"[{""aspect"": ""外观"", ""polarity"": 0}]","[('外观', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",外观
母婴/玩具,画刷而已没什么特别的。配合该品牌的颜料买的就是价钱贵了要能买颜料送画刷就好了。,画 刷 已 没 什 特 配 合 品 牌 颜 料 买 价 钱 贵 买 颜 料 送 画 刷 好,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
家居生活,大瓶超值比超市的量大、划算,大 瓶 超 值 超 市 量 大 划 算,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家居生活,本来这个带磁铁的架子应该很好。可是取下时磁铁留冰箱上了就是脱胶。既然你剪刀带个座为什么不做做牢居然是粘上去的强悍,带 磁 铁 架 子 应 很 好 取 下 时 磁 铁 留 冰 箱 上 脱 胶 然 剪 刀 带 座 什 不 做 做 牢 居 然 粘 上 去 强 悍,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
家具/家装/建材,组装方便新品也比较结实但是最上层的板材面层有些许破损。,组 装 方 便 新 品 结 实 最 上 层 板 材 面 层 些 许 破 损,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 0}]","[('质量', 1), ('包装', 0)]","1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","质量,包装"
电脑/办公,很漂亮也合适.....,很 漂 亮 合 适,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,好极了喜欢的手工书详细就像把老师请回家一样,好 极 喜 欢 手 工 书 详 细 老 师 请 回 家 样,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,数学公式不少有点看不下去了。纸张质量一般。,数 学 公 式 不 少 点 看 不 下 去 纸 张 质 量 般,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,后悔了。 说真的我觉得作者化的妆不怎么好看就是很普通。 我觉得化妆最重要的是底妆 但这本书底妆基本没有讲如何化用了两页纸写完步骤就完事了。 然后后面都是讲不同场合的妆但说真的我感觉每一个妆都差不多只是眼影的颜色不同了而已。 哎,后 悔 说 真 觉 作 化 妆 不 好 看 很 普 通 觉 化 妆 最 重 底 妆 书 底 妆 基 没 讲 化 两 页 纸 写 完 步 骤 完 事 然 后 后 面 都 讲 不 场 合 妆 说 真 感 觉 妆 都 差 不 只 眼 影 颜 色 不 已,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,书不错第一次看原版的书准备好好看几遍,书 不 错 次 看 原 版 书 准 备 好 好 看 遍,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
钟表/首饰/眼镜/礼品,也是报着尝试的态度第一次在卓越上买小首饰很纯正的红色颗颗饱满光洁很是漂亮。这样的价格真是很值得买上一串居然包装也很正规还有鉴定书。挺喜欢的会推荐给自己身边的朋友。,报 尝 试 态 度 次 卓 越 上 买 小 首 饰 很 纯 正 红 色 颗 颗 饱 满 光 洁 很 漂 亮 样 价 格 真 很 值 买 上 串 居 然 包 装 很 正 规 还 鉴 定 书 挺 喜 欢 会 推 荐 身 朋 友,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
电脑/办公,经济实惠质量不错7.38G亚马逊送货包装精良下次还来,济 实 惠 质 量 不 错 7 38 G 亚 马 逊 送 货 包 装 精 良 下 次 还,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
图书音像,周国平的最新3本随笔《人与永恒》《风中的纸屑》《内在的从容》很喜欢封面也非常漂亮,周 国 平 最 新 3 笔 人 永 恒 风 中 纸 屑 内 容 很 喜 欢 封 面 非 常 漂 亮,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,里面页面有破损至少有5页左右,里 面 页 面 破 损 少 5 页 左 右,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
鞋类箱包,刚收到货觉得鞋子挺不错的。谁知道一试穿右脚的鞋垫不适合鞋子的大小后跟那里左右不一致。穿的时候两个脚都刮伤。总之就是不咋的。第一次买鞋感觉就不好。,刚 收 货 觉 鞋 子 挺 不 错 知 道 试 穿 右 脚 鞋 垫 不 适 合 鞋 子 大 小 后 里 左 右 不 致 穿 时 候 两 脚 都 刮 伤 总 不 次 买 鞋 感 觉 不 好,"[{""aspect"": ""描述"", ""polarity"": 0}]","[('描述', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",描述
图书音像,这是我有史以来最贵的一本书但是物有所值 插图很精美中文版的相对而言就逊色了. 纸质超好还有淡淡的香味很舒服.,史 最 贵 书 物 值 插 图 很 精 美 中 文 版 相 言 逊 色 纸 质 超 好 还 淡 淡 香 味 很 舒 服,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,书的质量不错。内容还可以我挺喜欢看的,书 质 量 不 错 内 容 还 挺 喜 欢 看,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
手机/数码,买回来打电话对方听不见要按免提或耳机才可以真后悔买了网上查了下很多出现这样的现象维修中心也不知道什么原因以后千万别买中兴的的垃圾手机了,买 回 电 话 方 听 不 见 免 提 耳 机 才 真 后 悔 买 网 上 查 下 很 出 现 样 现 象 维 修 中 心 不 知 道 什 原 后 千 万 买 中 兴 垃 圾 手 机,"[{""aspect"": ""服务"", ""polarity"": 0}]","[('服务', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",服务
图书音像,傻笑着读完心理学这本书对我来说相当不错。心理学就是需要在不同的角度进行阐述这样才能引起许多人的重视。傻笑着这本书就是这样的。给人耳目一新的感觉作为职业化训练的我来讲从另外一个侧面给了我很好的启发。职场人士好好看看。尤其是销售人员在接受模压训练时更需要一些进行调节,傻 笑 读 完 心 理 学 书 说 相 不 错 心 理 学 需 不 角 度 进 行 阐 述 样 才 引 许 人 重 视 傻 笑 书 样 人 耳 目 新 感 觉 作 职 业 化 训 练 讲 外 侧 面 很 好 启 发 职 场 人 士 好 好 看 看 尤 销 售 人 员 接 受 模 压 训 练 时 更 需 些 进 行 调 节,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,还可以吧质量一般还没看,还 质 量 般 还 没 看,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,书还不错3元是值了下次还考虑买,书 还 不 错 3 元 值 下 次 还 考 虑 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书是为朋友买的朋友很满意说书的质量很好。,书 朋 友 买 朋 友 很 满 意 说 书 质 量 很 好,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
美妆个护,太贵了。应该降低价格将价格设置在合理的价位让消费者接受。,太 贵 应 降 低 价 格 价 格 设 置 合 理 价 位 消 费 接 受,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
母婴/玩具,在今年11月开始买这个牌子的奶粉发现特别上火一开始以为不是奶粉的原因想想以前买惠氏只要小孩一喝就上火美素也是这种情况做家长的对这种情况不是足够敏感地去觉察娃受苦了自我检讨151元买的价格比较实在促销时买其他时间很贵。亚马逊老是把价格调上跳下的结果是大家就看哪个网店便宜买哪家了。。。,今 年 11 月 开 始 买 牌 子 奶 粉 发 现 特 上 火 开 始 不 奶 粉 原 想 想 前 买 惠 氏 只 小 孩 喝 上 火 美 素 情 况 做 家 长 情 况 不 足 够 敏 感 去 觉 察 娃 受 苦 检 讨 151 元 买 价 格 实 促 销 时 买 时 间 很 贵 亚 马 逊 老 价 格 调 上 跳 下 结 果 大 家 看 网 店 便 宜 买 家,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家居生活,与同牌子的三层架我更喜欢后者因为后者更实惠。当然这个也不错放在厨房很实用,牌 子 三 层 架 更 喜 欢 后 后 更 实 惠 然 不 错 放 厨 房 很 实,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,老师推荐的看上去不错,老 师 推 荐 看 上 去 不 错,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家用电器,外观跟图片一样 锅托是塑料的 有些薄 不知道为什么在有泡沫包装的请款下锅子底部螺丝处的塑料锅壳还是坏了裂处呈半圆形往里面凹直径大约45厘米 那个地方是有泡沫保护的应该不能坏 估计不是运输问题 不知道是不是发货的时候没有检查 底下调至温度的东西在左右拨弄时候没有明显没有档位 火候不好控制 试锅 刚开始通电我在国内放了些凉水试锅锅底内部往外冒烟 后来就不冒了 直到水烧开 只是用了一次 不知道以后吃火锅的持续加温时候会怎么样 因为我个人原因 工作的地方比较偏僻 亚马逊的运送系统比较负责任 帮我转了顺丰快递 但是来回挑换比较麻烦 锅底的裂处应该不会影响使用 就没有退 看看下次吃火锅时候怎么样吧,外 观 图 片 样 锅 托 塑 料 些 薄 不 知 道 什 泡 沫 包 装 请 款 下 锅 子 底 部 螺 丝 处 塑 料 锅 壳 还 坏 裂 处 呈 半 圆 形 里 面 凹 直 径 大 约 45 厘 米 方 泡 沫 保 护 应 不 坏 估 计 不 运 输 问 题 不 知 道 不 发 货 时 候 没 检 查 底 下 调 温 度 东 西 左 右 拨 弄 时 候 没 明 显 没 档 位 火 候 不 好 控 制 试 锅 刚 开 始 通 电 国 内 放 些 凉 水 试 锅 锅 底 内 部 外 烟 后 不 直 水 烧 开 只 次 不 知 道 后 吃 火 锅 持 续 加 温 时 候 会 样 人 原 工 作 方 偏 僻 亚 马 逊 运 送 系 统 负 责 帮 转 丰 快 递 回 挑 换 麻 烦 锅 底 裂 处 应 不 会 影 响 使 没 退 看 看 下 次 吃 火 锅 时 候 样,"[{""aspect"": ""描述"", ""polarity"": 1}]","[('描述', 1)]","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",描述
图书音像,还不错要自己好好看。。。,还 不 错 好 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,价钱很划算书的包装也不错,价 钱 很 划 算 书 包 装 不 错,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书没问题科幻经典就是价钱太贵了还分上下两册根本就是利益熏心,书 没 问 题 科 幻 典 价 钱 太 贵 还 分 上 下 两 册 根 利 益 熏 心,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,帅呆了 酷毙了 书非常之好 还是铂金版本 帅气至极 而且价格便宜 最主要的是 送货时间非常短 送货员冒着雨送来 非常有耐心 从来没见过这样ok的东西,帅 呆 酷 毙 书 非 常 好 还 铂 金 版 帅 气 极 价 格 便 宜 最 主 送 货 时 间 非 常 短 送 货 员 雨 送 非 常 耐 心 没 见 样 ok 东 西,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家用电器,这是我买过最满意的东西了外观漂亮用着也非常好比其他网站上的同款便宜很多物美价廉,买 最 满 意 东 西 外 观 漂 亮 非 常 好 网 站 上 款 便 宜 很 物 美 价 廉,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('价格', 1), ('外观', 1)]","0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0","价格,外观"
手机/数码,发货速度很快包装很好感觉良好.,发 货 速 度 很 快 包 装 很 好 感 觉 良 好,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,质量不错内容很好很实用。,质 量 不 错 内 容 很 好 很 实,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家居生活,下了单后才发现有温馨提示本产品不适用微波炉再通过电话咨询亚马逊热线得到了证实只好取消了。后来者注意,下 单 后 才 发 现 温 馨 提 示 产 品 不 适 微 波 炉 再 通 电 话 咨 询 亚 马 逊 热 线 证 实 只 好 取 消 后 注 意,"[{""aspect"": ""服务"", ""polarity"": 1}]","[('服务', 1)]","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",服务
图书音像,书不错值得细读。便宜厚重可以出手。,书 不 错 值 细 读 便 宜 厚 重 出 手,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,速度很快。 很多已经知道结局的人都说结局不好太仓促。 但是我不介意因为我最喜欢的作家就是晓溪永远支持晓溪,速 度 很 快 很 已 知 道 结 局 人 都 说 结 局 不 好 太 仓 促 不 介 意 最 喜 欢 作 家 晓 溪 永 远 支 持 晓 溪,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
电脑/办公,价格便宜质量很不错品牌有保证,价 格 便 宜 质 量 很 不 错 品 牌 保 证,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
钟表/首饰/眼镜/礼品,商品包装完整和网上一致,商 品 包 装 完 整 网 上 致,"[{""aspect"": ""包装"", ""polarity"": 1}, {""aspect"": ""描述"", ""polarity"": 1}]","[('包装', 1), ('描述', 1)]","0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0","包装,描述"
家用电器,头天订的货.第二天上午就送来了.送货很快.包装也很完好只不过说明书上说有铲子其实厂家标配里就没配今天刚拿到东西还没有用.不过看外表东西不错.,头 天 订 货 二 天 上 午 送 送 货 很 快 包 装 很 完 好 只 不 说 明 书 上 说 铲 子 实 厂 家 标 配 里 没 配 今 天 刚 东 西 还 没 不 看 外 表 东 西 不 错,"[{""aspect"": ""物流"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}, {""aspect"": ""描述"", ""polarity"": 1}]","[('物流', 1), ('包装', 1), ('描述', 1)]","0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0","物流,包装,描述"
图书音像,速度很快内容不错想要的写作书。,速 度 很 快 内 容 不 错 想 写 作 书,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,物流很快。买这本书就是为了收藏和纪念那本“光明”的笔记本里竟然还夹了几首不是诗的诗,物 流 很 快 买 书 收 藏 纪 念 光 明 笔 记 里 竟 然 还 夹 首 不 诗 诗,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,很全面会好好看的期望考高分,很 全 面 会 好 好 看 期 考 高 分,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,挺好的如果步驟能更細點就好好好學習,挺 好 果 步 驟 更 細 點 好 好 好 學 習,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,图书质量很好纸张、印制都很满意孩子看了非常满意。,图 书 质 量 很 好 纸 张 印 制 都 很 满 意 孩 子 看 非 常 满 意,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家用电器,按摩力度可调节性价比高推荐购买,摩 力 度 调 节 性 价 高 推 荐 购 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,美观 小巧 质量没得说的哦,美 观 小 巧 质 量 没 说,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('质量', 1), ('外观', 1)]","1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","质量,外观"
图书音像,正文超出了封皮的宽度装帧的很粗糙。这本书老早以前看过购买了想收藏一下有点失望。,正 文 超 出 封 皮 宽 度 装 帧 很 粗 糙 书 老 早 前 看 购 买 想 收 藏 下 点 失,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,买了才注意到是平装的……哎感觉买贵了,买 才 注 意 平 装 感 觉 买 贵,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
