评论内容_clean,tokens_jieba,text_clean_jieba,tokens_char,text_clean_char,类别,attributes
电烤炉基本就是这家了去其他网站搜了确实秒杀很划算。 拿回来用还不错发热的只有上面一层下面借用的是上面的热量 清洗很方便,"[""电烤炉"", ""基本"", ""这家"", ""去"", ""网站"", ""搜"", ""确实"", ""秒杀"", ""很"", ""划算"", ""回来"", ""还"", ""不错"", ""发热"", ""上面"", ""一层"", ""下面"", ""借用"", ""上面"", ""热量"", ""清洗"", ""很"", ""方便""]",电烤炉 基本 这家 去 网站 搜 确实 秒杀 很 划算 回来 还 不错 发热 上面 一层 下面 借用 上面 热量 清洗 很 方便,"[""电"", ""烤"", ""炉"", ""基"", ""家"", ""去"", ""网"", ""站"", ""搜"", ""确"", ""实"", ""秒"", ""杀"", ""很"", ""划"", ""算"", ""回"", ""还"", ""不"", ""错"", ""发"", ""热"", ""只"", ""上"", ""面"", ""层"", ""下"", ""面"", ""上"", ""面"", ""热"", ""量"", ""清"", ""洗"", ""很"", ""方"", ""便""]",电 烤 炉 基 家 去 网 站 搜 确 实 秒 杀 很 划 算 回 还 不 错 发 热 只 上 面 层 下 面 上 面 热 量 清 洗 很 方 便,"[{""类别"": ""家用电器"", ""类别ID"": 4}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
做工很好价格也便宜发货速度很快总体较满意只是款式不大新了。,"[""做工"", ""很"", ""好"", ""价格"", ""便宜"", ""发货"", ""速度"", ""很快"", ""总体"", ""满意"", ""款式"", ""不大新""]",做工 很 好 价格 便宜 发货 速度 很快 总体 满意 款式 不大新,"[""做"", ""工"", ""很"", ""好"", ""价"", ""格"", ""便"", ""宜"", ""发"", ""货"", ""速"", ""度"", ""很"", ""快"", ""总"", ""体"", ""满"", ""意"", ""只"", ""款"", ""式"", ""不"", ""大"", ""新""]",做 工 很 好 价 格 便 宜 发 货 速 度 很 快 总 体 满 意 只 款 式 不 大 新,"[{""类别"": ""鞋类箱包"", ""类别ID"": 11}]","[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""物流"", ""polarity"": 1}]"
速度很快在usb2.0的接口上速度也比普通的u盘快很多。,"[""速度"", ""很快"", ""usb2.0"", ""接口"", ""上"", ""速度"", ""普通"", ""u"", ""盘快"", ""很多""]",速度 很快 usb2.0 接口 上 速度 普通 u 盘快 很多,"[""速"", ""度"", ""很"", ""快"", ""usb"", ""2"", ""0"", ""接"", ""口"", ""上"", ""速"", ""度"", ""普"", ""通"", ""u"", ""盘"", ""快"", ""很""]",速 度 很 快 usb 2 0 接 口 上 速 度 普 通 u 盘 快 很,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""物流"", ""polarity"": 1}]"
速度不错价格实惠只是刚买就跌了呵呵,"[""速度"", ""不错"", ""价格"", ""实惠"", ""刚买"", ""跌"", ""呵呵""]",速度 不错 价格 实惠 刚买 跌 呵呵,"[""速"", ""度"", ""不"", ""错"", ""价"", ""格"", ""实"", ""惠"", ""只"", ""刚"", ""买"", ""跌""]",速 度 不 错 价 格 实 惠 只 刚 买 跌,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
很重要也很实惠的一本书,"[""很"", ""重要"", ""很"", ""实惠"", ""本书""]",很 重要 很 实惠 本书,"[""很"", ""重"", ""很"", ""实"", ""惠"", ""书""]",很 重 很 实 惠 书,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
价格真的很便宜嘎可惜内容就一般般啦,"[""价格"", ""真的"", ""很"", ""便宜"", ""可惜"", ""内容"", ""一般般""]",价格 真的 很 便宜 可惜 内容 一般般,"[""价"", ""格"", ""真"", ""很"", ""便"", ""宜"", ""惜"", ""内"", ""容"", ""般"", ""般""]",价 格 真 很 便 宜 惜 内 容 般 般,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
图片好看孩子喜欢。,"[""图片"", ""好看"", ""孩子"", ""喜欢""]",图片 好看 孩子 喜欢,"[""图"", ""片"", ""好"", ""看"", ""孩"", ""子"", ""喜"", ""欢""]",图 片 好 看 孩 子 喜 欢,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
很不错比其他商场的卖得便宜。我很喜欢几百元可以买4.5寸的手机很不错啦还是双核的太安逸的。应该是新机子第一次开机的时候跳出安卓小人具体什么字就记不清了。因为是移动机子里面有些移动的应用但都可以删除。就是配件有点纠结虽然配了耳机但是耳机上没有华为的标志而且耳机上面没有按键可以接听电话。电池都还行吧待机24小时什么都没做耗电5%。大爱打游戏很安逸屏幕大不会很卡。喜欢亚马逊真是没让我失望过挺,"[""很"", ""不错"", ""商场"", ""卖"", ""便宜"", ""很"", ""喜欢"", ""几百元"", ""买"", ""4.5"", ""寸"", ""手机"", ""很"", ""不错"", ""双核"", ""太"", ""安逸"", ""应该"", ""新"", ""机子"", ""第一次"", ""开机"", ""跳出"", ""安卓"", ""小人"", ""具体"", ""字"", ""记不清"", ""移动"", ""机子"", ""里面"", ""移动"", ""应用"", ""都"", ""删除"", ""配件"", ""有点"", ""纠结"", ""配"", ""耳机"", ""耳机"", ""上"", ""没有"", ""华为"", ""标志"", ""耳机"", ""上面"", ""没有"", ""按键"", ""接听电话"", ""电池"", ""都"", ""还行"", ""待机"", ""24"", ""小时"", ""都"", ""没"", ""做"", ""耗电"", ""5%"", ""大爱"", ""打游戏"", ""很"", ""安逸"", ""屏幕"", ""大"", ""不会"", ""很卡"", ""喜欢"", ""亚马逊"", ""真是"", ""没"", ""失望"", ""挺""]",很 不错 商场 卖 便宜 很 喜欢 几百元 买 4.5 寸 手机 很 不错 双核 太 安逸 应该 新 机子 第一次 开机 跳出 安卓 小人 具体 字 记不清 移动 机子 里面 移动 应用 都 删除 配件 有点 纠结 配 耳机 耳机 上 没有 华为 标志 耳机 上面 没有 按键 接听电话 电池 都 还行 待机 24 小时 都 没 做 耗电 5% 大爱 打游戏 很 安逸 屏幕 大 不会 很卡 喜欢 亚马逊 真是 没 失望 挺,"[""很"", ""不"", ""错"", ""商"", ""场"", ""卖"", ""便"", ""宜"", ""很"", ""喜"", ""欢"", ""百"", ""元"", ""买"", ""4"", ""5"", ""寸"", ""手"", ""机"", ""很"", ""不"", ""错"", ""还"", ""双"", ""核"", ""太"", ""安"", ""逸"", ""应"", ""新"", ""机"", ""子"", ""次"", ""开"", ""机"", ""时"", ""候"", ""跳"", ""出"", ""安"", ""卓"", ""小"", ""人"", ""具"", ""体"", ""什"", ""字"", ""记"", ""不"", ""清"", ""移"", ""动"", ""机"", ""子"", ""里"", ""面"", ""些"", ""移"", ""动"", ""应"", ""都"", ""删"", ""配"", ""件"", ""点"", ""纠"", ""结"", ""然"", ""配"", ""耳"", ""机"", ""耳"", ""机"", ""上"", ""没"", ""华"", ""标"", ""志"", ""耳"", ""机"", ""上"", ""面"", ""没"", ""键"", ""接"", ""听"", ""电"", ""话"", ""电"", ""池"", ""都"", ""还"", ""行"", ""机"", ""24"", ""小"", ""时"", ""什"", ""都"", ""没"", ""做"", ""耗"", ""电"", ""5"", ""大"", ""爱"", ""游"", ""戏"", ""很"", ""安"", ""逸"", ""屏"", ""幕"", ""大"", ""不"", ""会"", ""很"", ""卡"", ""喜"", ""欢"", ""亚"", ""马"", ""逊"", ""真"", ""没"", ""失"", ""挺""]",很 不 错 商 场 卖 便 宜 很 喜 欢 百 元 买 4 5 寸 手 机 很 不 错 还 双 核 太 安 逸 应 新 机 子 次 开 机 时 候 跳 出 安 卓 小 人 具 体 什 字 记 不 清 移 动 机 子 里 面 些 移 动 应 都 删 配 件 点 纠 结 然 配 耳 机 耳 机 上 没 华 标 志 耳 机 上 面 没 键 接 听 电 话 电 池 都 还 行 机 24 小 时 什 都 没 做 耗 电 5 大 爱 游 戏 很 安 逸 屏 幕 大 不 会 很 卡 喜 欢 亚 马 逊 真 没 失 挺,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
质量一般般内容一般般价格还算便宜总体一般般。。。,"[""质量"", ""一般般"", ""内容"", ""一般般"", ""价格"", ""还"", ""算"", ""便宜"", ""总体"", ""一般般""]",质量 一般般 内容 一般般 价格 还 算 便宜 总体 一般般,"[""质"", ""量"", ""般"", ""般"", ""内"", ""容"", ""般"", ""般"", ""价"", ""格"", ""还"", ""算"", ""便"", ""宜"", ""总"", ""体"", ""般"", ""般""]",质 量 般 般 内 容 般 般 价 格 还 算 便 宜 总 体 般 般,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 0}, {""aspect"": ""价格"", ""polarity"": 1}]"
保温效果一般装开水时一直有股胶味个人觉得不值得购买.,"[""保温"", ""效果"", ""装"", ""开水"", ""时"", ""有股"", ""胶味"", ""个人"", ""觉得"", ""不"", ""值得"", ""购买"", "".""]",保温 效果 装 开水 时 有股 胶味 个人 觉得 不 值得 购买 .,"[""保"", ""温"", ""效"", ""果"", ""般"", ""装"", ""开"", ""水"", ""时"", ""直"", ""股"", ""胶"", ""味"", ""人"", ""觉"", ""不"", ""值"", ""购"", ""买""]",保 温 效 果 般 装 开 水 时 直 股 胶 味 人 觉 不 值 购 买,"[{""类别"": ""家居生活"", ""类别ID"": 5}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
七月下旬买的貌似现在涨价了当时买的时候可是超级划算。 东西很好用泡沫多味道也很好闻。 不足的地方就是化妆后要用点劲洗。 总之很好很满意,"[""七月"", ""下旬"", ""买"", ""貌似"", ""现在"", ""涨价"", ""当时"", ""买"", ""超级"", ""划算"", ""东西"", ""很"", ""好"", ""泡沫"", ""味道"", ""很"", ""好闻"", ""不足"", ""地方"", ""化妆"", ""后要"", ""用点"", ""劲"", ""洗"", ""很"", ""好"", ""很"", ""满意""]",七月 下旬 买 貌似 现在 涨价 当时 买 超级 划算 东西 很 好 泡沫 味道 很 好闻 不足 地方 化妆 后要 用点 劲 洗 很 好 很 满意,"[""七"", ""月"", ""下"", ""旬"", ""买"", ""貌"", ""似"", ""现"", ""涨"", ""价"", ""时"", ""买"", ""时"", ""候"", ""超"", ""级"", ""划"", ""算"", ""东"", ""西"", ""很"", ""好"", ""泡"", ""沫"", ""味"", ""道"", ""很"", ""好"", ""闻"", ""不"", ""足"", ""方"", ""化"", ""妆"", ""后"", ""点"", ""劲"", ""洗"", ""总"", ""很"", ""好"", ""很"", ""满"", ""意""]",七 月 下 旬 买 貌 似 现 涨 价 时 买 时 候 超 级 划 算 东 西 很 好 泡 沫 味 道 很 好 闻 不 足 方 化 妆 后 点 劲 洗 总 很 好 很 满 意,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
这次在卓越购物体验非常快乐不仅速度快、态度好最主要的是这套保鲜盒简直太好太实用了厚厚的耐热玻璃严实的密封盖大方的造型精致的包装方方面面都让我爱不释手已经决定再买两套了一套送妈妈一套送婆婆。,"[""这次"", ""卓越"", ""购物"", ""体验"", ""非常"", ""快乐"", ""速度"", ""快"", ""态度"", ""好"", ""最"", ""主要"", ""这套"", ""保鲜盒"", ""简直"", ""太好"", ""太"", ""实用"", ""厚厚的"", ""耐热"", ""玻璃"", ""严实"", ""密封盖"", ""大方"", ""造型"", ""精致"", ""包装"", ""方方面面"", ""都"", ""爱不释手"", ""已经"", ""决定"", ""再"", ""买"", ""两套"", ""一套"", ""送"", ""妈妈"", ""一套"", ""送"", ""婆婆""]",这次 卓越 购物 体验 非常 快乐 速度 快 态度 好 最 主要 这套 保鲜盒 简直 太好 太 实用 厚厚的 耐热 玻璃 严实 密封盖 大方 造型 精致 包装 方方面面 都 爱不释手 已经 决定 再 买 两套 一套 送 妈妈 一套 送 婆婆,"[""次"", ""卓"", ""越"", ""购"", ""物"", ""体"", ""验"", ""非"", ""常"", ""快"", ""乐"", ""不"", ""仅"", ""速"", ""度"", ""快"", ""态"", ""度"", ""好"", ""最"", ""主"", ""套"", ""保"", ""鲜"", ""盒"", ""简"", ""直"", ""太"", ""好"", ""太"", ""实"", ""厚"", ""厚"", ""耐"", ""热"", ""玻"", ""璃"", ""严"", ""实"", ""密"", ""封"", ""盖"", ""大"", ""方"", ""造"", ""型"", ""精"", ""致"", ""包"", ""装"", ""方"", ""方"", ""面"", ""面"", ""都"", ""爱"", ""不"", ""释"", ""手"", ""已"", ""决"", ""定"", ""再"", ""买"", ""两"", ""套"", ""套"", ""送"", ""妈"", ""妈"", ""套"", ""送"", ""婆"", ""婆""]",次 卓 越 购 物 体 验 非 常 快 乐 不 仅 速 度 快 态 度 好 最 主 套 保 鲜 盒 简 直 太 好 太 实 厚 厚 耐 热 玻 璃 严 实 密 封 盖 大 方 造 型 精 致 包 装 方 方 面 面 都 爱 不 释 手 已 决 定 再 买 两 套 套 送 妈 妈 套 送 婆 婆,"[{""类别"": ""家居生活"", ""类别ID"": 5}]","[{""aspect"": ""服务"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]"
每本都有塑料封皮书很漂亮。,"[""每本"", ""都"", ""塑料"", ""封皮"", ""书"", ""很漂亮""]",每本 都 塑料 封皮 书 很漂亮,"[""都"", ""塑"", ""料"", ""封"", ""皮"", ""书"", ""很"", ""漂"", ""亮""]",都 塑 料 封 皮 书 很 漂 亮,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
这本书的装订很精美价格也很实惠是林语堂先生的优秀作品。,"[""本书"", ""装订"", ""很"", ""精美"", ""价格"", ""很"", ""实惠"", ""林语堂"", ""先生"", ""优秀作品""]",本书 装订 很 精美 价格 很 实惠 林语堂 先生 优秀作品,"[""书"", ""装"", ""订"", ""很"", ""精"", ""美"", ""价"", ""格"", ""很"", ""实"", ""惠"", ""林"", ""语"", ""堂"", ""先"", ""生"", ""优"", ""秀"", ""作"", ""品""]",书 装 订 很 精 美 价 格 很 实 惠 林 语 堂 先 生 优 秀 作 品,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]"
亚马逊的商品与大商场的价格相比太有竞争力了。物流很快打了电话后售后三个小时内就上门安装了而且服务态度很好目前来讲LG售后还是相当给力的不知将来维修什么的会不会也这样给力容量大占地小自己是相当满意的。只是在流衣过程和甩干过程中噪音不是太小。不过因为是放在洗衣间的不影响日常生活。对得起这个价格了,"[""亚马逊"", ""商品"", ""大"", ""商场"", ""价格"", ""相比"", ""太有"", ""竞争力"", ""物流"", ""很快"", ""电话"", ""后"", ""售后"", ""三个"", ""小时"", ""内"", ""上门"", ""安装"", ""服务态度"", ""很"", ""好"", ""目前"", ""来讲"", ""LG"", ""售后"", ""相当"", ""给力"", ""不知"", ""将来"", ""维修"", ""会"", ""不会"", ""给力"", ""容量"", ""大"", ""占地"", ""小"", ""相当"", ""满意"", ""流衣"", ""过程"", ""甩干"", ""过程"", ""中"", ""噪音"", ""不是"", ""太小"", ""放在"", ""洗衣"", ""间"", ""不"", ""影响"", ""日常生活"", ""对得起"", ""价格""]",亚马逊 商品 大 商场 价格 相比 太有 竞争力 物流 很快 电话 后 售后 三个 小时 内 上门 安装 服务态度 很 好 目前 来讲 LG 售后 相当 给力 不知 将来 维修 会 不会 给力 容量 大 占地 小 相当 满意 流衣 过程 甩干 过程 中 噪音 不是 太小 放在 洗衣 间 不 影响 日常生活 对得起 价格,"[""亚"", ""马"", ""逊"", ""商"", ""品"", ""大"", ""商"", ""场"", ""价"", ""格"", ""相"", ""太"", ""竞"", ""争"", ""力"", ""物"", ""流"", ""很"", ""快"", ""电"", ""话"", ""后"", ""售"", ""后"", ""三"", ""小"", ""时"", ""内"", ""上"", ""门"", ""安"", ""装"", ""服"", ""务"", ""态"", ""度"", ""很"", ""好"", ""目"", ""前"", ""讲"", ""LG"", ""售"", ""后"", ""还"", ""相"", ""力"", ""不"", ""知"", ""维"", ""修"", ""什"", ""会"", ""不"", ""会"", ""样"", ""力"", ""容"", ""量"", ""大"", ""占"", ""小"", ""相"", ""满"", ""意"", ""只"", ""流"", ""衣"", ""程"", ""甩"", ""干"", ""程"", ""中"", ""噪"", ""音"", ""不"", ""太"", ""小"", ""不"", ""放"", ""洗"", ""衣"", ""间"", ""不"", ""影"", ""响"", ""日"", ""常"", ""生"", ""活"", ""价"", ""格""]",亚 马 逊 商 品 大 商 场 价 格 相 太 竞 争 力 物 流 很 快 电 话 后 售 后 三 小 时 内 上 门 安 装 服 务 态 度 很 好 目 前 讲 LG 售 后 还 相 力 不 知 维 修 什 会 不 会 样 力 容 量 大 占 小 相 满 意 只 流 衣 程 甩 干 程 中 噪 音 不 太 小 不 放 洗 衣 间 不 影 响 日 常 生 活 价 格,"[{""类别"": ""家用电器"", ""类别ID"": 4}]","[{""aspect"": ""物流"", ""polarity"": 1}, {""aspect"": ""服务"", ""polarity"": 1}]"
设计的很棒放心很结实很小巧整体很漂亮传输速度还行不慢对于这个价钱很值了,"[""设计"", ""很棒"", ""放心"", ""很"", ""结实"", ""很"", ""小巧"", ""整体"", ""很漂亮"", ""传输速度"", ""还行"", ""不慢"", ""价钱"", ""很值""]",设计 很棒 放心 很 结实 很 小巧 整体 很漂亮 传输速度 还行 不慢 价钱 很值,"[""设"", ""计"", ""很"", ""棒"", ""放"", ""心"", ""很"", ""结"", ""实"", ""很"", ""小"", ""巧"", ""整"", ""体"", ""很"", ""漂"", ""亮"", ""传"", ""输"", ""速"", ""度"", ""还"", ""行"", ""不"", ""慢"", ""价"", ""钱"", ""很"", ""值""]",设 计 很 棒 放 心 很 结 实 很 小 巧 整 体 很 漂 亮 传 输 速 度 还 行 不 慢 价 钱 很 值,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]"
很细心的解说 我会好好看 看完以后一定能有帮助的,"[""很"", ""细心"", ""解说"", ""我会"", ""好好看"", ""看"", ""完"", ""以后"", ""一定"", ""帮助""]",很 细心 解说 我会 好好看 看 完 以后 一定 帮助,"[""很"", ""细"", ""心"", ""解"", ""说"", ""会"", ""好"", ""好"", ""看"", ""看"", ""完"", ""后"", ""定"", ""帮"", ""助""]",很 细 心 解 说 会 好 好 看 看 完 后 定 帮 助,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
很好看因为喜欢老希的电影,"[""很"", ""好看"", ""喜欢"", ""老希"", ""电影""]",很 好看 喜欢 老希 电影,"[""很"", ""好"", ""看"", ""喜"", ""欢"", ""老"", ""希"", ""电"", ""影""]",很 好 看 喜 欢 老 希 电 影,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
鼠标很好捏在手里很舒服鼠标垫很大而且很漂亮配合着打DOTA很爽....赞一个,"[""鼠标"", ""很"", ""好"", ""捏"", ""手里"", ""很"", ""舒服"", ""鼠标垫"", ""很大"", ""很漂亮"", ""配合"", ""DOTA"", ""很爽"", ""...."", ""赞""]",鼠标 很 好 捏 手里 很 舒服 鼠标垫 很大 很漂亮 配合 DOTA 很爽 .... 赞,"[""鼠"", ""标"", ""很"", ""好"", ""捏"", ""手"", ""里"", ""很"", ""舒"", ""服"", ""鼠"", ""标"", ""垫"", ""很"", ""大"", ""很"", ""漂"", ""亮"", ""配"", ""合"", ""DOTA"", ""很"", ""爽"", ""赞""]",鼠 标 很 好 捏 手 里 很 舒 服 鼠 标 垫 很 大 很 漂 亮 配 合 DOTA 很 爽 赞,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
很实惠很快就收到了。,"[""很"", ""实惠"", ""很快"", ""收到""]",很 实惠 很快 收到,"[""很"", ""实"", ""惠"", ""很"", ""快"", ""收""]",很 实 惠 很 快 收,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
建议大家买个大尺寸的太小了而且太厚近300元的价格自能放一个相机明显是划不来还不如买个电脑背包加简单的单反相机包有个大尺寸的建议大家配一个大约是400-500。性价比这个东西真是个问题。内胆用了半个月因为小的缘故估计很快就要磨坏了基本上已经变形了真不知道是人民币贬值了还是东西越来越贵了反正觉得不值。,"[""建议"", ""大家"", ""买个"", ""大"", ""尺寸"", ""太小"", ""太厚近"", ""300"", ""元"", ""价格"", ""自能"", ""放"", ""相机"", ""明显"", ""划不来"", ""还"", ""买个"", ""电脑"", ""背包"", ""加"", ""简单"", ""单反相机"", ""包有"", ""大"", ""尺寸"", ""建议"", ""大家"", ""配"", ""大约"", ""400"", ""500"", ""性价比"", ""东西"", ""真是"", ""问题"", ""内胆"", ""半个"", ""月"", ""小"", ""缘故"", ""估计"", ""很快"", ""就要"", ""磨坏"", ""基本上"", ""已经"", ""变形"", ""真不知道"", ""人民币"", ""贬值"", ""东西"", ""越来越"", ""贵"", ""反正"", ""觉得"", ""不值""]",建议 大家 买个 大 尺寸 太小 太厚近 300 元 价格 自能 放 相机 明显 划不来 还 买个 电脑 背包 加 简单 单反相机 包有 大 尺寸 建议 大家 配 大约 400 500 性价比 东西 真是 问题 内胆 半个 月 小 缘故 估计 很快 就要 磨坏 基本上 已经 变形 真不知道 人民币 贬值 东西 越来越 贵 反正 觉得 不值,"[""建"", ""议"", ""大"", ""家"", ""买"", ""大"", ""尺"", ""寸"", ""太"", ""小"", ""太"", ""厚"", ""近"", ""300"", ""元"", ""价"", ""格"", ""放"", ""相"", ""机"", ""明"", ""显"", ""划"", ""不"", ""还"", ""不"", ""买"", ""电"", ""脑"", ""背"", ""包"", ""加"", ""简"", ""单"", ""单"", ""反"", ""相"", ""机"", ""包"", ""大"", ""尺"", ""寸"", ""建"", ""议"", ""大"", ""家"", ""配"", ""大"", ""约"", ""400"", ""500"", ""性"", ""价"", ""东"", ""西"", ""真"", ""问"", ""题"", ""内"", ""胆"", ""半"", ""月"", ""小"", ""缘"", ""估"", ""计"", ""很"", ""快"", ""磨"", ""坏"", ""基"", ""上"", ""已"", ""变"", ""形"", ""真"", ""不"", ""知"", ""道"", ""人"", ""民"", ""币"", ""贬"", ""值"", ""还"", ""东"", ""西"", ""越"", ""越"", ""贵"", ""反"", ""正"", ""觉"", ""不"", ""值""]",建 议 大 家 买 大 尺 寸 太 小 太 厚 近 300 元 价 格 放 相 机 明 显 划 不 还 不 买 电 脑 背 包 加 简 单 单 反 相 机 包 大 尺 寸 建 议 大 家 配 大 约 400 500 性 价 东 西 真 问 题 内 胆 半 月 小 缘 估 计 很 快 磨 坏 基 上 已 变 形 真 不 知 道 人 民 币 贬 值 还 东 西 越 越 贵 反 正 觉 不 值,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
